Date,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Bahrain dinar   (BHD)                     ,Bolivar Fuerte   (VEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Colombian peso   (COP)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Euro   (EUR)                     ,Hungarian forint   (HUF)                     ,Icelandic krona   (ISK)                     ,Indian rupee   (INR)                     ,Indonesian rupiah   (IDR)                     ,Iranian rial   (IRR)                     ,Israeli New Shekel   (ILS)                     ,Japanese yen   (JPY)                     ,Kazakhstani tenge   (KZT)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Libyan dinar   (LYD)                     ,Malaysian ringgit   (MYR)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Nepalese rupee   (NPR)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Pakistani rupee   (PKR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Sri Lankan rupee   (LKR)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,Tunisian dinar   (TND)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     ,Bolivar Soberano   (VES)                     
16-May-22,146.14,1.45158949,12.300123,5.066,,1.2888,861.04,6.8023,23.709,7.1405,0.959508732,,3.419,128.95,1286,0.307,,43.2181,20.0782,1.595787122,9.805,0.3845,3.777,52.434,4.4785,3.64,63.4445,3.75,,16.23945,10.0594,1.00405,,6.7392,3.6725,0.81512879,1,,,,,,,,,,,,,,,
17-May-22,145.8585,1.427144284,12.22493888,4.967,1.3908,1.2834,857.98,6.7535,23.453,7.0595,0.948676596,77.651,3.363,129.34,1281.6,0.30685,4.395,43.2303,19.9637,1.5795293,,0.3845,3.755,52.455,4.4379,3.64,63.5428,3.75,1.3908,15.9999,9.9885,0.99565,34.626,6.7524,3.6725,0.802214111,1,40.6,,,,,,,,,,,,,,
18-May-22,145.5208,1.421666193,12.16545012,4.9586,1.3877,1.2841,850.78,6.7518,23.422,7.072,0.950299344,77.5716,3.354,129.31,1277.2,0.3065,4.3945,43.2688,19.9663,1.573069058,9.7049,0.3845,3.766,52.448,4.4279,3.64,63.5643,3.75,1.3877,15.90895,9.9506,0.9965,34.624,6.7445,3.6725,0.806386582,1,40.481,,,,,,,,,,,,,,
19-May-22,145.7397,1.429388222,12.22493888,4.9192,1.387,1.2809,849.9,6.7639,23.468,7.0711,0.950118765,77.6999,3.391,128.4,1269.3,0.3065,4.4023,43.287,19.9267,1.587049675,9.7959,0.3845,3.745,52.422,4.4231,3.64,62.4031,3.75,1.387,15.97825,10.0296,0.9767,34.63,6.7597,3.6725,0.804764204,1,40.331,,,,,,,,,,,,,,
20-May-22,145.5016,1.420454545,12.12121212,4.8771,1.3811,1.2829,842.38,6.674,23.32,7.0364,0.945447669,77.5829,3.359,127.76,1274.6,,4.3975,43.2949,19.8657,1.567643831,9.7022,,3.728,52.39,4.3832,,58.8862,,1.3811,15.81265,9.9223,0.97075,34.447,6.7461,,0.801185755,1,40.194,,,,,,,,,,,,,,
23-May-22,145.3276,1.406074241,12.09189843,4.7967,1.3752,,833.58,6.6683,23.074,6.9812,0.938174313,77.589,3.356,127.76,1269.5,0.3061,4.3885,43.3427,19.8282,1.550387597,9.6182,0.3845,3.711,52.271,4.3369,3.64,58.2087,3.75,1.3752,15.70895,9.8795,0.9665,34.288,6.7397,3.6725,0.794975753,1,40.001,,,,,,,,,,,,,,
24-May-22,145.25,1.411831145,12.09189843,4.81,1.3743,1.2826,829.59,6.6666,23.004,6.9413,0.932835821,77.6352,3.349,127.87,1267.7,0.3059,4.3905,43.3147,19.887,1.554484688,9.5979,0.3845,3.713,52.25,4.3071,3.64,56.969,3.75,1.3743,15.64785,9.7714,0.96615,34.19,6.7382,3.6725,0.799264676,1,39.912,,,,,,,,,,,,,,
25-May-22,145.4199,1.407063459,12.03369434,4.8353,1.3726,1.2837,833.99,6.6685,23.135,6.9825,0.938438438,77.5137,3.359,126.97,1264.3,0.30575,4.3925,43.3859,19.8377,1.544401544,9.6381,0.3845,,52.329,4.3069,3.64,56.2996,3.75,1.3726,15.7182,9.8328,0.96395,34.205,,3.6725,0.800608462,1,,,,,,,,,,,,,,,
26-May-22,145.445,1.415227852,,4.7961,1.3745,1.2792,835.43,6.7324,23.067,,0.934841544,77.6262,3.363,127.48,1263.3,0.30575,4.3975,43.5108,19.7933,1.54547562,,0.3845,3.657,52.349,4.3189,3.64,62.0495,3.75,1.3745,15.79725,,,34.29,6.7294,3.6725,0.792707095,1,39.884,,,,,,,,,,,,,,
27-May-22,145.099,1.401738155,12.03369434,4.7428,1.3705,1.2738,829.61,6.7291,23.043,,0.932661817,77.6592,3.355,127.01,1266.4,,4.3825,43.5253,,1.537397187,9.4936,,,52.379,4.2966,,66.4029,,1.3705,15.6426,9.8256,0.9597,34.168,6.7375,,0.794186554,1,39.81,,,,,,,,,,,,,,
31-May-22,145.2623,1.391401141,11.96172249,4.7283,,1.2648,826.26,6.6612,23.07,6.9443,0.933445347,77.6641,3.338,128.2,1245.8,0.30565,4.3755,43.4693,19.694,1.531159087,9.4262,0.3845,3.695,52.243,4.2651,3.64,61.6069,3.75,1.3697,15.63755,9.8005,0.96005,34.189,6.7285,3.6725,0.794344269,1,39.902,,,,,,,,,,,,,,
